canonical_smiles,pchembl_value,molecule_chembl_id,target_pref_name
Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N,5.6,CHEMBL1965131,CaM kinase II gamma
Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,5.9,CHEMBL1972158,CaM kinase II gamma
OC(=Nc1cccc(Cl)c1)Nc2ncc(CCN=C3NC=Nc4ccsc34)s2,5.7,CHEMBL482767,CaM kinase II gamma
Nc1noc2cccc(c3cccc(O)c3)c12,5.2,CHEMBL1970340,CaM kinase II gamma
NCC(O)C(O)Cn1cc(I)c2c(N)ncnc12,5.6,CHEMBL1975534,CaM kinase II gamma
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,6.5,CHEMBL1993424,CaM kinase II gamma
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,5.5,CHEMBL1971943,CaM kinase II gamma
COc1ccc(cc1)C(=O)N2c3ccccc3Sc4c(Cl)cncc24,6.8,CHEMBL1988537,CaM kinase II gamma
CCCC(=O)c1ccc(NCc2c[nH]nc2c3ccc(cc3)C(F)(F)F)cc1,5.4,CHEMBL2003405,CaM kinase II gamma
NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,5.7,CHEMBL1998611,CaM kinase II gamma
CNC(=O)C=Cc1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,5.3,CHEMBL2006778,CaM kinase II gamma
Fc1cccc(F)c1C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,6.3,CHEMBL1996979,CaM kinase II gamma
CN1C(=NC(=C(C1=O)c2ccc3ccccc3c2)c4ccncc4)NCC(N)Cc5ccccc5,5.3,CHEMBL1990496,CaM kinase II gamma
NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5cc(Cl)ccc5n4)cc3,5.6,CHEMBL2002479,CaM kinase II gamma
Oc1cccc(Nc2ncnc3scc(Cl)c23)c1,5.6,CHEMBL1982992,CaM kinase II gamma
NC(=O)c1cc([nH]c1c2ccc(Cl)cc2F)c3ccnc(N)n3,5.2,CHEMBL1981079,CaM kinase II gamma
